測試用,#genre#
民視台灣台,http://4gtv.korice.eu.org/4gtv-4gtv001/index.m3u8
民視HD,http://4gtv.korice.eu.org/4gtv-4gtv002/index.m3u8
大愛電視,http://4gtv.korice.eu.org/4gtv-live007/index.m3u8
中視,http://4gtv.korice.eu.org/4gtv-4gtv040/index.m3u8
華視,http://4gtv.korice.eu.org/4gtv-4gtv041/index.m3u8
三立綜合台,http://4gtv.korice.eu.org/4gtv-live207/index.m3u8
客家電視,http://4gtv.korice.eu.org/4gtv-4gtv043/index.m3u8
中視菁采台,http://4gtv.korice.eu.org/4gtv-4gtv064/index.m3u8
靖天綜合,http://4gtv.korice.eu.org/4gtv-4gtv046/index.m3u8
靖天日本,http://4gtv.korice.eu.org/4gtv-4gtv047/index.m3u8
新唐人亞太台,http://4gtv.korice.eu.org/4gtv-live050/index.m3u8
Arirang TV,http://4gtv.korice.eu.org/4gtv-4gtv079/index.m3u8
原住民族電視台,http://4gtv.korice.eu.org/4gtv-live014/index.m3u8
東森購物四台,http://4gtv.korice.eu.org/4gtv-live049/index.m3u8
東森購物一台,http://4gtv.korice.eu.org/4gtv-live047/index.m3u8
東森購物一台,http://4gtv.korice.eu.org/4gtv-4gtv102/index.m3u8
TVBS HD,http://4gtv.korice.eu.org/4gtv-4gtv073/index.m3u8
東森購物二台,http://4gtv.korice.eu.org/4gtv-live046/index.m3u8
東森購物二台,http://4gtv.korice.eu.org/4gtv-4gtv103/index.m3u8
靖天育樂,http://4gtv.korice.eu.org/4gtv-4gtv062/index.m3u8
靖天國際,http://4gtv.korice.eu.org/4gtv-4gtv063/index.m3u8
靖天歡樂,http://4gtv.korice.eu.org/4gtv-4gtv054/index.m3u8
靖天資訊,http://4gtv.korice.eu.org/4gtv-4gtv065/index.m3u8
韓國娛樂台,http://4gtv.korice.eu.org/4gtv-4gtv016/index.m3u8
東森購物三台,http://4gtv.korice.eu.org/4gtv-live048/index.m3u8
好消息,http://4gtv.korice.eu.org/litv-ftv16/index.m3u8
好消息2台,http://4gtv.korice.eu.org/litv-ftv17/index.m3u8
大愛二台,http://4gtv.korice.eu.org/4gtv-live106/index.m3u8
人間衛視,http://4gtv.korice.eu.org/4gtv-live008/index.m3u8
國會頻道1,http://4gtv.korice.eu.org/4gtv-4gtv084/index.m3u8
國會頻道2,http://4gtv.korice.eu.org/4gtv-4gtv085/index.m3u8
民視第一台,http://4gtv.korice.eu.org/li-4gtv-4gtv003/index.m3u8
民視台灣台,http://4gtv.korice.eu.org/li-4gtv-4gtv001/index.m3u8
民視HD,http://4gtv.korice.eu.org/4gtv-4gtv155/index.m3u8
中視,http://4gtv.korice.eu.org/li-4gtv-4gtv040/index.m3u8
中視經典台,http://4gtv.korice.eu.org/li-4gtv-4gtv080/index.m3u8
華視,http://4gtv.korice.eu.org/li-4gtv-4gtv041/index.m3u8
中天亞洲台,http://4gtv.korice.eu.org/4gtv-4gtv109/index.m3u8
客家電視,http://4gtv.korice.eu.org/li-4gtv-4gtv043/index.m3u8
中視菁采台,http://4gtv.korice.eu.org/li-4gtv-4gtv064/index.m3u8
靖天綜合,http://4gtv.korice.eu.org/li-4gtv-4gtv046/index.m3u8
靖天日本,http://4gtv.korice.eu.org/li-4gtv-4gtv047/index.m3u8
Arirang TV,http://4gtv.korice.eu.org/li-4gtv-4gtv079/index.m3u8
TVBS HD,http://4gtv.korice.eu.org/li-4gtv-4gtv073/index.m3u8
靖天育樂,http://4gtv.korice.eu.org/li-4gtv-4gtv062/index.m3u8
靖天國際,http://4gtv.korice.eu.org/li-4gtv-4gtv063/index.m3u8
靖天歡樂,http://4gtv.korice.eu.org/li-4gtv-4gtv054/index.m3u8
靖天資訊,http://4gtv.korice.eu.org/li-4gtv-4gtv065/index.m3u8
韓國娛樂台,http://4gtv.korice.eu.org/li-4gtv-4gtv016/index.m3u8
好消息,http://4gtv.korice.eu.org/li-litv-ftv16/index.m3u8
好消息2台,http://4gtv.korice.eu.org/li-litv-ftv17/index.m3u8
國會頻道1,http://4gtv.korice.eu.org/li-4gtv-4gtv084/index.m3u8
國會頻道2,http://4gtv.korice.eu.org/li-4gtv-4gtv085/index.m3u8
台視HD,http://breezy-audrie-zspace-7524863c.koyeb.app/sub?token=leifeng&id=4gtv-4gtv066
中視,http://4gtv.korice.eu.org/of-4gtv-4gtv040/index.m3u8
華視,http://4gtv.korice.eu.org/of-4gtv-4gtv041/index.m3u8
好消息,http://4gtv.korice.eu.org/of-litv-ftv16/index.m3u8
好消息2台,http://4gtv.korice.eu.org/of-litv-ftv17/index.m3u8
東森購物一台,http://4gtv.korice.eu.org/of-4gtv-4gtv102/index.m3u8
東森購物二台,http://4gtv.korice.eu.org/of-4gtv-4gtv103/index.m3u8
TVBS HD,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv073
台視HD,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv066
中視,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv040
華視,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv041
民視HD,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv002
民視HD,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv155
民視台灣台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv001
民視第一台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv003
中天亞洲台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv109
靖天綜合,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv046
靖天國際,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv063
靖天資訊,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv065
客家電視,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv043
阿里郎(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv079
國會頻道1,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv084
國會頻道2,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv085
好消息,http://tv543.cc/litv.php?token=leifeng&id=litv-ftv16
好消息2台,http://tv543.cc/litv.php?token=leifeng&id=litv-ftv17
生活英語台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=litv-longturn20
MUCH TV,http://220.134.196.147:8530/http/61.219.99.20:8081/hls/72/814/ch45.m3u8
TVBS HD,http://220.134.196.147:8570/http/61.219.99.20:8081/hls/75/817/ch58.m3u8
八大第一HD,http://220.134.196.147:8505/http/61.219.99.20:8081/hls/66/808/ch22.m3u8
八大綜合HD,http://220.134.196.147:8518/http/61.219.99.20:8081/hls/66/808/ch21.m3u8
八大戲劇HD,http://220.134.196.147:8552/http/61.219.99.20:8081/hls/66/808/ch23.m3u8
三立台灣HD,http://220.134.196.147:8513/http/61.219.99.20:8081/hls/65/807/ch20.m3u8
三立都會HD,http://220.134.196.147:8503/http/61.219.99.20:8081/hls/65/807/ch19.m3u8
中天娛樂HD,http://220.134.196.147:8567/http/61.219.99.20:8081/hls/78/80/ch63max.m3u8
中天綜合HD,http://220.134.196.147:8502/http/61.219.99.20:8081/hls/67/809/ch25.m3u8
東風衛視,http://220.134.196.147:8537/http/61.219.99.20:8081/hls/68/810/ch31.m3u8
旅遊生活,http://220.134.196.147:8557/http/61.219.99.20:8081/hls/70/812/ch38.m3u8
動物星球,http://220.134.196.147:8540/http/61.219.99.20:8081/hls/70/812/ch37.m3u8
超視HD,http://220.134.196.147:8508/http/61.219.99.20:8081/hls/64/806/ch14.m3u8
緯來育樂HD,http://220.134.196.147:8547/http/59.120.8.187:8081/hls/68/810/ch30.m3u8
緯來綜合HD,http://220.134.196.147:8533/http/61.219.99.20:8081/hls/68/810/ch32.m3u8
緯來戲劇,http://220.134.196.147:8504/http/61.219.99.20:8081/hls/69/811/ch33.m3u8
寵物頻道,http://220.134.196.147:8532/http/59.120.8.187:8078/hls/40/80/pettv.m3u8
中天新聞台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv009
TVBS新聞台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv072
東森新聞台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv152
民視新聞,http://4gtv.korice.eu.org/litv-ftv13/index.m3u8
民視新聞,http://breezy-audrie-zspace-7524863c.koyeb.app/sub?token=leifeng&id=litv-ftv13
鏡電視新聞台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv075
非凡新聞,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv010
台視新聞台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv051
華視新聞台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv052
中視新聞,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv074
寰宇新聞,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn14
三立新聞HD,http://220.134.196.147:8541/http/61.219.99.20:8081/hls/65/807/ch18.m3u8
壹新聞,http://220.134.196.147:8501/http/61.219.99.20:8081/hls/66/808/ch24.m3u8
年代新聞台,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=niandainews_twn&token=ffmking
寰宇新聞台灣台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv156
半島國際新聞台,http://tv543.cc/litv.php?token=leifeng&id=litv-ftv10
東森財經新聞,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv153
非凡商業,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv048
台視財經台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv056
鏡電視新聞台,http://4gtv.korice.eu.org/4gtv-4gtv075/index.m3u8
東森新聞台,http://4gtv.korice.eu.org/4gtv-4gtv152/index.m3u8
華視新聞台,http://4gtv.korice.eu.org/4gtv-4gtv052/index.m3u8
民視新聞,http://4gtv.korice.eu.org/litv-ftv13/index.m3u8
三立新聞iNEWS,http://4gtv.korice.eu.org/4gtv-live089/index.m3u8
三立新聞iNEWS,https://limited-annissa-ohjuste-free-120abbc3.koyeb.app/index.m3u8?pid=iNEWS&sd=1080&proxy=false&token=Doubebly
東森財經新聞,http://4gtv.korice.eu.org/4gtv-4gtv153/index.m3u8
中視新聞台,http://4gtv.korice.eu.org/4gtv-4gtv074/index.m3u8
中天新聞台,http://4gtv.korice.eu.org/4gtv-4gtv009/index.m3u8
BLOOMBERG TV,http://4gtv.korice.eu.org/4gtv-live059/index.m3u8
寰宇新聞,http://4gtv.korice.eu.org/litv-longturn14/index.m3u8
寰宇新聞,http://220.134.196.147:8548/http/61.219.99.20:8081/hls/76/818/ch62.m3u8
寰宇新聞台灣台,http://4gtv.korice.eu.org/4gtv-4gtv156/index.m3u8
SBN 全球財經台,http://4gtv.korice.eu.org/4gtv-live060/index.m3u8
 NHK 新聞資訊台,http://4gtv.korice.eu.org/4gtv-live168/index.m3u8
FRANCE24 英文台,http://4gtv.korice.eu.org/4gtv-live146/index.m3u8
半島國際新聞台,http://4gtv.korice.eu.org/4gtv-live157/index.m3u8
CNBC Asia 財經台,http://4gtv.korice.eu.org/4gtv-live130/index.m3u8
DW德國之聲,http://4gtv.korice.eu.org/4gtv-live071/index.m3u8
華視新聞台,http://4gtv.korice.eu.org/li-4gtv-4gtv052/index.m3u8
非凡新聞,http://4gtv.korice.eu.org/4gtv-4gtv010/index.m3u8
非凡商業,http://4gtv.korice.eu.org/4gtv-4gtv048/index.m3u8
台視財經台,http://4gtv.korice.eu.org/4gtv-4gtv056/index.m3u8
東森新聞台,http://4gtv.korice.eu.org/li-4gtv-4gtv152/index.m3u8
民視新聞,http://4gtv.korice.eu.org/li-litv-ftv13/index.m3u8
TVBS新聞台,http://4gtv.korice.eu.org/li-4gtv-4gtv072/index.m3u8
東森財經新聞,http://4gtv.korice.eu.org/li-4gtv-4gtv153/index.m3u8
中視新聞台,http://4gtv.korice.eu.org/li-4gtv-4gtv074/index.m3u8
中天新聞台,http://4gtv.korice.eu.org/li-4gtv-4gtv009/index.m3u8
寰宇新聞,http://4gtv.korice.eu.org/li-litv-longturn14/index.m3u8
寰宇新聞台灣台,http://4gtv.korice.eu.org/li-4gtv-4gtv156/index.m3u8
寰宇財經,http://4gtv.korice.eu.org/li-4gtv-4gtv158/index.m3u8
台視新聞台,http://4gtv.korice.eu.org/li-4gtv-4gtv051/index.m3u8
第1商業台,http://4gtv.korice.eu.org/li-4gtv-4gtv104/index.m3u8
台視新聞台,http://4gtv.korice.eu.org/4gtv-4gtv051/index.m3u8
中視新聞台,http://4gtv.korice.eu.org/of-4gtv-4gtv074/index.m3u8
華視新聞台,http://4gtv.korice.eu.org/of-4gtv-4gtv052/index.m3u8
中天新聞台,http://4gtv.korice.eu.org/of-4gtv-4gtv009/index.m3u8
寰宇新聞,http://4gtv.korice.eu.org/of-litv-longturn14/index.m3u8
寰宇新聞台灣台,http://4gtv.korice.eu.org/of-4gtv-4gtv156/index.m3u8
寰宇財經,http://4gtv.korice.eu.org/of-4gtv-4gtv158/index.m3u8
第1商業台,http://4gtv.korice.eu.org/4gtv-4gtv104/index.m3u8
三立新聞iNEWS,http://4gtv.korice.eu.org/iNEWS/index.m3u8
中天新聞台,http://smtp.tcxlife.com:8080/live/yifatv-ztxw02.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亞太電視綜合台,http://play2.one-tv.com/live/onetv.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586497/cnngo/cnni/VIDEO_0_3564000.m3u8
TVBS新聞台,http://220.134.196.147:8542/http/61.219.99.20:8081/hls/75/817/ch59.m3u8
TRACE Sport Stars,http://4gtv.korice.eu.org/4gtv-4gtv077/index.m3u8
智林體育,http://4gtv.korice.eu.org/4gtv-4gtv101/index.m3u8
時尚運動X,http://4gtv.korice.eu.org/4gtv-4gtv014/index.m3u8
智林體育,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv101
緯來體育,http://220.134.196.147:8553/http/59.120.8.187:8081/hls/67/809/ch28.m3u8
緯來體育,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=videolandsport&token=ffmking
緯來體育,http://220.134.196.147:8553/http/59.120.8.187:8081/hls/67/809/ch28.m3u8
momo綜合台,http://220.134.196.147:8575/http/59.120.8.187:8081/hls/76/818/momo_max.m3u8
愛爾達體育1台,https://tzh911.qzz.io/play-smt.php?id=eltasport1_twn
愛爾達體育2台,https://tzh911.qzz.io/play-smt.php?id=eltasport2_twn
愛爾達體育2台,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=eltasport2_twn&token=ffmking
愛爾達體育3台,https://tzh911.qzz.io/play-smt.php?id=eltasport3_twn
愛爾達體育3台,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=eltasport3_twn&token=ffmking
愛爾達體育4台,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=natgeowild_twn&token=ffmking
DAZN 1,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=dazn1_twn&token=ffmking
DAZN 1,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=golfchannel_twn&token=ffmking
DAZN 1,http://220.134.196.147:9120/http/59.120.8.187:8078/hls/25/80/esport.m3u8
DAZN 2,http://220.134.196.147:9119/http/59.120.8.187:8078/hls/26/80/esport2.m3u8
DAZN 2,http://jlyzzgfhyeao.ap-northeast-1.clawcloudrun.com/smart.php?id=dazn2_twn&token=ffmking
博斯高球I,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn05
博斯高球II,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn06
博斯運動I,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn07
博斯運動II,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn08
博斯網球,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn09
博斯無限I,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn10
博斯無限II,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn13
TRACE Sport Stars,http://4gtv.korice.eu.org/li-4gtv-4gtv077/index.m3u8
智林體育,http://4gtv.korice.eu.org/li-4gtv-4gtv101/index.m3u8
時尚運動X,http://4gtv.korice.eu.org/li-4gtv-4gtv014/index.m3u8
 GINX Esports TV,http://4gtv.korice.eu.org/li-4gtv-4gtv053/index.m3u8
車迷 TV,http://4gtv.korice.eu.org/4gtv-live201/index.m3u8
 GINX Esports TV,http://4gtv.korice.eu.org/4gtv-4gtv053/index.m3u8
中視經典台,http://4gtv.korice.eu.org/4gtv-4gtv080/index.m3u8
ROCK Entertainment,http://4gtv.korice.eu.org/4gtv-live080/index.m3u8
公視戲劇,http://4gtv.korice.eu.org/4gtv-4gtv042/index.m3u8
民視影劇,http://4gtv.korice.eu.org/litv-ftv09/index.m3u8
HITS頻道,http://4gtv.korice.eu.org/4gtv-live620/index.m3u8
霹靂布袋戲,http://4gtv.korice.eu.org/4gtv-live145/index.m3u8
靖天戲劇,http://4gtv.korice.eu.org/4gtv-4gtv058/index.m3u8
靖洋戲劇,http://4gtv.korice.eu.org/4gtv-4gtv045/index.m3u8
金光布袋戲,http://4gtv.korice.eu.org/4gtv-live144/index.m3u8
ROCK Action,http://4gtv.korice.eu.org/4gtv-live138/index.m3u8
采昌影劇,http://4gtv.korice.eu.org/4gtv-4gtv049/index.m3u8
靖天映畫,http://4gtv.korice.eu.org/4gtv-4gtv055/index.m3u8
靖天電影,http://4gtv.korice.eu.org/4gtv-4gtv061/index.m3u8
影迷數位電影台,http://4gtv.korice.eu.org/4gtv-4gtv011/index.m3u8
amc 電影台,http://4gtv.korice.eu.org/4gtv-4gtv017/index.m3u8
Cinema World,http://4gtv.korice.eu.org/4gtv-live069/index.m3u8
歐洲光影,http://4gtv.korice.eu.org/litv-ftv10/index.m3u8
TVBS台劇台,http://4gtv.korice.eu.org/4gtv-live088/index.m3u8
經典電影台,http://4gtv.korice.eu.org/4gtv-live021/index.m3u8
戲劇免費看1台,http://4gtv.korice.eu.org/4gtv-live010/index.m3u8
龍華洋片,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn02
龍華電影,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn03
龍華日韓,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn11
龍華偶像,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn12
龍華戲劇,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn18
龍華經典,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn18
博斯魅力,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn04
公視戲劇,http://4gtv.korice.eu.org/li-4gtv-4gtv042/index.m3u8
民視影劇,http://4gtv.korice.eu.org/li-litv-ftv09/index.m3u8
靖天戲劇,http://4gtv.korice.eu.org/li-4gtv-4gtv058/index.m3u8
靖洋戲劇,http://4gtv.korice.eu.org/li-4gtv-4gtv045/index.m3u8
采昌影劇,http://4gtv.korice.eu.org/li-4gtv-4gtv049/index.m3u8
靖天映畫,http://4gtv.korice.eu.org/li-4gtv-4gtv055/index.m3u8
靖天電影,http://4gtv.korice.eu.org/li-4gtv-4gtv061/index.m3u8
影迷數位電影台,http://4gtv.korice.eu.org/li-4gtv-4gtv011/index.m3u8
amc 電影台,http://4gtv.korice.eu.org/li-4gtv-4gtv017/index.m3u8
台灣戲劇台,http://4gtv.korice.eu.org/li-litv-longturn22/index.m3u8
台灣戲劇台,http://4gtv.korice.eu.org/litv-longturn22/index.m3u8
龍華洋片,http://4gtv.korice.eu.org/litv-longturn02/index.m3u8
龍華電影,http://4gtv.korice.eu.org/litv-longturn03/index.m3u8
龍華日韓,http://4gtv.korice.eu.org/litv-longturn11/index.m3u8
龍華偶像,http://4gtv.korice.eu.org/litv-longturn12/index.m3u8
龍華戲劇,http://4gtv.korice.eu.org/litv-longturn18/index.m3u8
龍華經典,http://4gtv.korice.eu.org/litv-longturn21/index.m3u8
TVBS歡樂台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv068
TVBS精采台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv067
愛爾達娛樂(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv070
民視綜藝台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv004
八大綜藝台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv039
八大精彩台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv034
靖天歡樂台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv054
靖天育樂台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv062
中視菁采台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv064
豬哥亮歌廳秀(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv006
影迷數位電影台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv011
amc電影台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv017
靖天電影台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv061
靖天映畫(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv055
采昌影劇台(LiTV),http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv049
民視影劇(LiTV),http://tv543.cc/litv.php?token=leifeng&id=litv-ftv09
龍華電影(LiTV),http://tv543.cc/litv.php?token=leifeng&id=litv-longturn03
龍華洋片(LiTV),http://tv543.cc/litv.php?token=leifeng&id=litv-longturn02
